text,created_at,geo,lang,place,coordinates,user.favourites_count,user.statuses_count,user.description,user.location,user.id,user.created_at,user.verified,user.following,user.url,user.listed_count,user.followers_count,user.default_profile_image,user.utc_offset,user.friends_count,user.default_profile,user.name,user.lang,user.screen_name,user.geo_enabled,user.profile_background_color,user.profile_image_url,user.time_zone,id,favorite_count,retweeted,source,favorited,retweet_count
"#IStandWithPayalRohatgi 
#ISupportCAA 
#ISupportDelhiPolice 
#ISupportCAA_NRC",2019-12-19 14:53:50,,und,,,3774,4721,"एक भारतीय - हिन्दू

~ भोले भक्त~ भारत हमको जान से प्यारा है🇮🇳
ॐ नमःशिवाय 🚩 ':भारत माता की जय''':

सत्य और सनातन के निरन्तर खोज में ।

भक्त of National father","Varanasi, India",4840552945,2016-01-31 15:51:53,FALSE,FALSE,,3,423,FALSE,,179,TRUE,नीरज कुमार पाठक🇮🇳,,neerajplive,TRUE,F5F8FA,http://pbs.twimg.com/profile_images/1185933042591776768/aaX-12-S_normal.jpg,,1207675410940596225,0,FALSE,Twitter for Android,FALSE,0
"@AskAnshul लोगों को हमेशा अमेरिकी ग्रीन कार्ड के लिये तरसते देखा था...

भारतीय नागरिकता की कीमत क्या होती है ये आजा… https://t.co/ds7UuPhQP1",2019-12-19 14:53:52,,hi,,,19,1511,,BHUJ,224100483,2010-12-08 4:11:35,FALSE,FALSE,http://www.techtrace.blogspot.in/,1,109,FALSE,,307,FALSE,CHINTAN PATEL,,CHINTANPATEL35,TRUE,C0DEED,http://pbs.twimg.com/profile_images/769929097740943360/6l2dEzYI_normal.jpg,,1207675420574924800,0,FALSE,Twitter for Android,FALSE,0
And I strongly support #CAA #CAASupport #CitizenshipAmmendmentAct #JaiHind,2019-12-19 14:53:54,,en,,,1986,746,,"Tripura, India",782594540389724160,2016-10-02 14:54:13,FALSE,FALSE,,0,24,FALSE,,90,TRUE,sandip debnath,,sandipd19832469,TRUE,F5F8FA,http://pbs.twimg.com/profile_images/1043901666330890240/gaI9t6Cl_normal.jpg,,1207675427243937792,0,FALSE,Twitter for Android,FALSE,0
एक ये भी कानून संसद द्वारा पारित करनी  चाहिय जो भी पार्टी बन्द बुलाती हैं। वे पार्टी नुक्सान की पूर्ति करेंगे अन्य… https://t.co/5EAQubFoj3,2019-12-19 14:53:54,,hi,,,2946,462,The future depends on what you do today.,India,356735448,2011-08-17 8:46:29,FALSE,FALSE,,0,29,FALSE,,68,TRUE,Karmveer Kandwar,,karmveersonpur,FALSE,C0DEED,http://pbs.twimg.com/profile_images/1207630193109585920/c3FndVqL_normal.jpg,,1207675427562676225,0,FALSE,Twitter for Android,FALSE,0
"@srikanthbjp_ @INCIndia क्या देश में NRC और CAA लागू किया जाए?
#VOTE 👇👇👇👇

https://t.co/5P2VwM2Jp0

#CAA
#NRC_CAA 
#CAAProtest 
#CAASupport",2019-12-19 14:53:54,,hi,,,599,45,माता भूमि: पुत्रो अहं पृथिव्या,"Khetri, India",966267987224297472,2018-02-21 11:06:55,FALSE,FALSE,https://m.facebook.com/officialtherakesh,0,3,FALSE,,39,TRUE,Rakesh pratap singh,,rkjspr1,FALSE,F5F8FA,http://pbs.twimg.com/profile_images/1206396456015261696/w9GRxkAu_normal.jpg,,1207675429315907584,0,FALSE,Twitter for Android,FALSE,0
"@AMukher51728437 @sambitswaraj मेरे भाई जिसने सांसे रोक रखी है जरा उससे कह दो ना कि सांसे आने दे 
जिनकी सांसे प्याज… https://t.co/JAoREJnV7N",2019-12-19 14:53:54,,hi,,,45393,14422,"विचारों को तथ्यों से मजबूत करें ना की अभद्र भाषा से,अभद्र भाषा अच्छे विचारो के  महत्व को भी खत्म कर देती है *For Nationalists only.
 RTs are not endorsements.",,828827071,2012-09-17 10:52:57,FALSE,FALSE,,0,246,FALSE,,339,TRUE,Nation First 💯%fb*,,1N1law,FALSE,C0DEED,http://pbs.twimg.com/profile_images/1133672192342802432/7c99v4Sl_normal.jpg,,1207675430033121284,0,FALSE,Twitter for Android,FALSE,0
"Then “SICKULARS” &amp; “LIBERALANDUS” ask - why Section 144...
Shame on these “PISSFOOL” Protestors... #CAASupport… https://t.co/WyKR0Q35OX",2019-12-19 14:53:55,,en,,,55,21,"Sorry if my words offend you, but the future of my COUNTRY🇮🇳 is more important than your feelings...🙏🏼 👉🏼Humanitarian👈🏼🌲Eco-Warrior🌲",,1177202216190431238,2019-09-26 12:44:37,FALSE,FALSE,,0,4,FALSE,,19,TRUE,Anmol Gupta🇮🇳,,ItsAnmol_Gupta,FALSE,F5F8FA,http://pbs.twimg.com/profile_images/1198362109181976576/2WVRlwyH_normal.jpg,,1207675433090781184,0,FALSE,Twitter for iPhone,FALSE,0
"@narendramodi you caused riots in 2002 and now you are causing them again..why..!!
don't you like India as a peacef… https://t.co/eCPwAFxwVq",2019-12-19 14:53:55,,en,,,725,375,,"Greater Sudbury / Grand Sudbury, Ontario",1350609956,2013-04-14 0:48:06,FALSE,FALSE,,0,41,FALSE,,274,FALSE,Dinesh prajapati,,Dineshmacho,FALSE,C0DEED,http://pbs.twimg.com/profile_images/1072210388480081922/8CG0iHId_normal.jpg,,1207675435242405896,0,FALSE,Twitter Web App,FALSE,0
For a moment let's accept wtever these goons are saying is true but in that case in india where 80%hindus are stayi… https://t.co/TMibuuxw8W,2019-12-19 14:53:56,,en,,,2,1235,,,1099724642649063425,2019-02-24 17:36:01,FALSE,FALSE,,0,10,FALSE,,13,TRUE,Vikram,,Vikram12244841,FALSE,F5F8FA,http://pbs.twimg.com/profile_images/1099725799236796417/hEVvm3zP_normal.jpg,,1207675436769128448,0,FALSE,Twitter for Android,FALSE,0
"मैने पूछा protest करने वालो से की इतिहास पढ़ा है कभी,
नही,नही,नही।#CAASupport",2019-12-19 14:53:56,,hi,,,1414,8,"Ek tarfa pyaar ki kimat tum kyaa jaano ramesh babu.
🇮🇳",Oh my god,849153275609964544,2017-04-04 6:54:52,FALSE,FALSE,http://just.mindyourbusiness.com,0,89,FALSE,,65,FALSE,Mr.Joey,,Itsmejoey_,FALSE,0,http://pbs.twimg.com/profile_images/1206869171490832384/UsCXW8Sz_normal.jpg,,1207675437188624385,0,FALSE,Twitter for Android,FALSE,0
"Increasingly clear #TukdeTukdeGang, sickular parties and jihadis have hijacked #CAAProtests 

Rest of the people ne… https://t.co/Z3OMEguEJU",2019-12-19 14:53:56,,en,,,25,4177,"Economy, politics, cricket, football, international politics","Mumbai, India",133355829,2010-04-15 15:40:43,FALSE,FALSE,,5,91,FALSE,,272,TRUE,R Ravi,,NewsJ1964,TRUE,C0DEED,http://pbs.twimg.com/profile_images/437978237772120064/NHWf_LL2_normal.jpeg,,1207675438987972613,0,FALSE,Twitter for iPhone,FALSE,0
I need to retweet this bcZ it's important #CAASupport,2019-12-19 14:53:57,,en,,,69,641,,,27280695,2009-03-28 18:29:58,FALSE,FALSE,,0,54,FALSE,,72,FALSE,saurabh pathak,,saurav80,TRUE,1A1B1F,http://pbs.twimg.com/profile_images/916918827820056576/BYKXrOhz_normal.jpg,,1207675439902330880,0,FALSE,Twitter for Android,FALSE,0
"In protests, it is adviced for police to have enough safety paddings.
Look at the pictures of protests in foreign c… https://t.co/iT5NGlsRqq",2019-12-19 14:53:56,,en,,,2143,145,"Python Programmer, Open Source Contributor, #AI #DeepLearning #MachineLearning #ComputerVision😇","Gujarat, India",2547672786,2014-06-05 8:27:23,FALSE,FALSE,https://vibhavnirmal.github.io,1,86,FALSE,,95,FALSE,Vibhav Nirmal,,vibhavnirmal,FALSE,0,http://pbs.twimg.com/profile_images/1107305375898828801/5vn-qHF1_normal.jpg,,1207675439348682761,0,FALSE,Twitter for Android,FALSE,0
उपद्रवियों  से गां* फाड़ के के वसूलेगा रे तेरा योगी #CAASupport #lucknowprotest #CABProtests,2019-12-19 14:53:57,,hi,,,586,286,Ye Dil Hai Hindustani,"New Delhi, India",1162973419572383745,2019-08-18 6:24:26,FALSE,FALSE,,0,3,FALSE,,294,TRUE,Mr.Chkuve 🇮🇳,,Lanter_lge_h,FALSE,F5F8FA,http://pbs.twimg.com/profile_images/1194609605118054401/w8f3UJfM_normal.jpg,,1207675443819810817,0,FALSE,Twitter for Android,FALSE,0
"भीड़ हमेशा भ्रमित ही रहती है...!!!
.
.
.
#CAASupport",2019-12-19 14:53:58,,hi,,,40162,19448,proud Indian!! theist!! foodie!! pure vegetarian!! blogger!! traveller!! painter!! music lover!! troll !! rt not endorsement !! tweets are personal views !!,धरा पर ही धरा हूँ,1049502009299095553,2018-10-09 3:29:12,FALSE,FALSE,,1,903,FALSE,,250,TRUE,मनोज हूँ ...,,alochak_manoj,FALSE,F5F8FA,http://pbs.twimg.com/profile_images/1204399458261196800/58-apRUl_normal.jpg,,1207675446575476738,0,FALSE,Twitter for Android,FALSE,0
"@LiveLawIndia Who is paying for the burnt buses &amp; lost property👺

#CAASupport",2019-12-19 14:53:58,,en,"Place(full_name='Mumbai, India', id='7929cea6bd5b32bd', url='https://api.twitter.com/1.1/geo/id/7929cea6bd5b32bd.json', _api=None, country_code='IN', place_type='city', country='India', name='Mumbai', bounding_box=BoundingBox(type='Polygon', coordinates=[[[72.74484, 18.845343], [72.74484, 19.502937], [73.003648, 19.502937], [73.003648, 18.845343]]], _api=None), attributes={})",,1989,114514,India First | Engineer | Lawyer | Multilingual | Writer | ॐVedanta Proponent | Kashmiri Roots | THINK good DO good & FEEL good |Veritas Vincit | सत्यमेव जयते |✌,ShillongSheffieldSanfransisco,176338867,2010-08-09 7:44:09,FALSE,FALSE,https://qr.ae/TWGtwy,65,2303,FALSE,,1783,FALSE,சாந்தனு Chakravarty 🇮🇳 🇺🇸শান্তনু চক্রবর্তী 🚩,,Shantanu_KP007,TRUE,B2DFDA,http://pbs.twimg.com/profile_images/1056549170977198080/7KRIQseR_normal.jpg,,1207675447238184960,0,FALSE,Twitter for iPhone,FALSE,0
"मला मुस्लिमांची भीती वाटत नाही. इंग्रजांची तर नाहीच नाही.मला भीती वाटते ती हिंदुत्वाशी वैर करणाऱ्या हिंदुचीच
✍स्वा.… https://t.co/OzbPdwULcT",2019-12-19 14:53:59,,mr,,,5129,11112,संस्थान श्रीकाळाराम मंदिर नाशिक महाराष्ट्र भारत,,1435254739,2013-05-17 10:04:02,FALSE,FALSE,,4,919,FALSE,,4186,TRUE,Shri Mahant sudhirdas Maharaj,,mahantpt03,TRUE,C0DEED,http://pbs.twimg.com/profile_images/1038675787749224448/DywKc2z9_normal.jpg,,1207675448257392642,0,FALSE,Twitter for Android,FALSE,0
But the way in which you express your thoughts or feelings or opinions is not permit by our constitution..… https://t.co/isj3AFJQ15,2019-12-19 14:53:59,,en,,,184,10085,"मालवा मध्य प्रदेश    ||⛳ ब्राह्मण ⛳||

Democracy at work

                                                     





Advocate in making 🎓 ll Political writer✍",Indore India,977419121930354688,2018-03-24 5:37:33,FALSE,FALSE,https://instagram.com/abhishek.pathak.9617?igshid=14mitpe65jnha,0,221,FALSE,,89,TRUE,Abhishek Pathak 🇮🇳,,abhishek_9617,FALSE,F5F8FA,http://pbs.twimg.com/profile_images/1185482258062249985/T1d_K-yo_normal.jpg,,1207675450035724290,0,FALSE,Twitter for Android,FALSE,0
"இது ஒன்றே  போதும் 
#CAASupport",2019-12-19 14:53:59,,ta,,,3531,8684,அவன் கிடக்கறா  வெங்காயம்,மண்ணுலகம்,926761722542620674,2017-11-04 10:43:07,FALSE,FALSE,,1,1040,FALSE,,923,TRUE,தோழர் சித்ரகுப்தன்,,chitragupthans,FALSE,F5F8FA,http://pbs.twimg.com/profile_images/1148057836821180416/wgCvoo0T_normal.jpg,,1207675451759562754,0,FALSE,Twitter for Android,FALSE,0
"@AnujMaheshwari0 @srikanthbjp_ @INCIndia क्या देश में NRC और CAA लागू किया जाए?
#VOTE 👇👇👇👇

https://t.co/5P2VwM2Jp0… https://t.co/xw53HjNOJo",2019-12-19 14:54:00,,hi,,,599,46,माता भूमि: पुत्रो अहं पृथिव्या,"Khetri, India",966267987224297472,2018-02-21 11:06:55,FALSE,FALSE,https://m.facebook.com/officialtherakesh,0,3,FALSE,,39,TRUE,Rakesh pratap singh,,rkjspr1,FALSE,F5F8FA,http://pbs.twimg.com/profile_images/1206396456015261696/w9GRxkAu_normal.jpg,,1207675455588962308,0,FALSE,Twitter for Android,FALSE,0
"https://t.co/bZ4zJYgVM9
#AmitShahOnTimesNow
https://t.co/4Ra8adKcSM
#AmitShahOnAajtak
https://t.co/AW0KSLw2MH… https://t.co/zQwcNVvN5a",2019-12-19 14:54:01,,hi,,,23323,324933,,Bangalore,751694654,2012-08-11 18:25:50,FALSE,FALSE,,162,680,FALSE,,680,TRUE,Sadhuram Agrawal,,AgrawalSadhuram,TRUE,C0DEED,http://pbs.twimg.com/profile_images/984541918674739200/PVtR822a_normal.jpg,,1207675456515952640,0,FALSE,Twitter for Android,FALSE,0
"मोदी मीडिया वालों शर्म करो ।। रोज हिंदू मुस्लिम का डिबेट करके इस देश को बर्बाद कर दिया ।। इतिहास रखेगा तुम्हें , तु… https://t.co/gfLHp5odxd",2019-12-19 14:54:01,,hi,,,1011,182,"जो भी कहता हूं ,सच कहता हूं.                   .                                  
बीजेपी देश के लिए हानिकारक है।।।","Uttar Pradesh, India",767266995700166656,2016-08-21 7:48:01,FALSE,FALSE,,0,625,FALSE,,1227,TRUE,Rahul Ratan,,RahulRatan15,TRUE,F5F8FA,http://pbs.twimg.com/profile_images/1200000214968479744/OKvDycg8_normal.jpg,,1207675459942731778,0,FALSE,Twitter Web App,FALSE,0
#CAASupport #BharatMataKiJai #JaiHind,2019-12-19 14:54:03,,und,,,365,305,जिंदगी में वही लोग कामयाबी के शिखर को छुते है... जो बचपन में साइकिल की चैन उतरते ही तुरंत उल्टा पैडल मारकर चढ़ा लिया करते थे!!!,"Greater Noida, India",636263105,2012-07-15 15:45:56,FALSE,FALSE,,2,176,FALSE,,513,TRUE,Aashish Sony,,apsony08,TRUE,C0DEED,http://pbs.twimg.com/profile_images/1207284339895087105/5Bofcl33_normal.jpg,,1207675467949649923,0,FALSE,Twitter for Android,FALSE,0
"#नागरिकता_संशोधन_बिल को लेकर बवाल थम नहीं रहा है। या तो सरकार ने मामले की गंभीरता को समझा नहीं, तैयारी नहीं की या… https://t.co/383YdBeeoA",2019-12-19 14:54:04,,hi,,,14940,4871,"जल जाते हैं मेरे अंदाज़ से मेरे दुश्मन क्यूंकि एक मुद्दत से मैंने
न मोहब्बत बदली और न दोस्त बदले ...","Rohtak, India",461152350,2012-01-11 14:16:51,FALSE,FALSE,https://m.facebook.com/deepaksdhaka?ref=bookmarks,1,182,FALSE,,12,TRUE,Deepak Dhaka,,deepaksdhaka,TRUE,C0DEED,http://pbs.twimg.com/profile_images/1160031375921242113/xdAPIXm5_normal.jpg,,1207675471657406471,0,FALSE,Twitter for iPhone,FALSE,0
#CAASupport @narendramodi @PMOIndia @AmitShah choose random protesters at certain place &amp;ask what they know abt the… https://t.co/cYK1bbWwwd,2019-12-19 14:54:04,,en,,,0,1,,,1193112226640490496,2019-11-09 10:25:19,FALSE,FALSE,,0,0,FALSE,,0,TRUE,RAHUL ANAND,,RAHULAN45766045,FALSE,F5F8FA,http://pbs.twimg.com/profile_images/1193112773602840576/1Dv2ubxr_normal.jpg,,1207675471577702403,0,FALSE,Twitter for Android,FALSE,0
"आज फिर से जिन्ना खुश होता और गांधी उदास।
#CAA_NRC #CAASupport #CitizenshipAmmendmentAct 
#Emergency2019",2019-12-19 14:54:04,,hi,,,183,51,"Aerospace Engineer
http://B.Tech
Indian Institute of Space Science and Technology.
I will connect the dots one day!!","Trivandrum, India",256414936,2011-02-23 8:23:58,FALSE,FALSE,,0,7,FALSE,,82,TRUE,ANKIT GUPTA,,BADSHAHANKIT,FALSE,C0DEED,http://pbs.twimg.com/profile_images/1173803405250154497/FMrc8Dbo_normal.jpg,,1207675472643067907,0,FALSE,Twitter for Android,FALSE,0
"#CAASupport Please watch and share this video 
https://t.co/IcRrZdMQTV",2019-12-19 14:54:05,,en,,,407,19939,RTs ARE NOT ENDORSEMENT | Hum Hain India Waale| Holy Book- Constitution of India,BHARAT|HINDUSTAN|HIND|INDIA,2238580346,2013-12-10 4:28:16,FALSE,FALSE,,6,105,FALSE,,424,FALSE,ABHISHEK JAISWAL,,JAISWAL_ACE,FALSE,131516,http://pbs.twimg.com/profile_images/1114425252329730049/7T2TTXo__normal.jpg,,1207675474543042560,0,FALSE,Twitter Web App,FALSE,0
#CAASupport #CAA_NRC #CAAProtest #CitizenshipAmmendmentAct #CitizenshipAmendmentAct2019 #CAB_NRC https://t.co/t6UO7x8lzS,2019-12-19 14:54:05,,und,,,24,140,"Proud Chartered Accountant! 🇮🇳
. 
Mondelez | Deloitte
. 
Travels - Clicks - Writes ❤️","Mumbai, India",2732323265,2014-08-03 10:12:25,FALSE,FALSE,,0,55,FALSE,,142,TRUE,Subham Agrawal,,mittalsubham17,TRUE,C0DEED,http://pbs.twimg.com/profile_images/1106512289622945792/kO5lD_Fa_normal.jpg,,1207675474857615363,0,FALSE,Twitter for Android,FALSE,0
#NewProfilePic #WeSupportCAB #WeSupportCAA #wesupportNRC https://t.co/EMBk0y4UKJ,2019-12-19 14:54:06,,und,,,12227,1458,Brahmbhatt_Dhruv,"Gujarat, India",897373998593359873,2017-08-15 8:26:48,FALSE,FALSE,,0,45,FALSE,,651,TRUE,Dhruv Brahmbhatt,,iamDhruvB,FALSE,F5F8FA,http://pbs.twimg.com/profile_images/1207675196095770632/oD4GDd1F_normal.jpg,,1207675479827894272,0,FALSE,Twitter for Android,FALSE,0
#CAASupport https://t.co/PkLdIDzOAX,2019-12-19 14:54:07,,und,,,1739,130,,,997022084130918400,2018-05-17 7:52:43,FALSE,FALSE,,0,17,FALSE,,87,TRUE,@pawansi52748637,,pawansi52748631,FALSE,F5F8FA,http://pbs.twimg.com/profile_images/1096751765943312385/DjxSCdM0_normal.jpg,,1207675481862094848,0,FALSE,Twitter for iPhone,FALSE,0
"""My name is Tanveer Ahmad, I am ( Karnataka ) Police Officer""

""You cannot use students for your protests, please w… https://t.co/VhraIiQ8Kz",2019-12-19 14:54:07,,en,,,80470,43604,Am Namo Team Member and worked for mission 272+. having 18 years experience in NBFC & 2years experience in Fire &Safety Engineering. Proud To Be In Modi Ji ERA,Visakhapatnam,156303297,2010-06-16 15:33:01,FALSE,FALSE,,33,1051,FALSE,,2824,TRUE,Babjipv,,pvbabji,TRUE,C0DEED,http://pbs.twimg.com/profile_images/1207564097870368768/ydwbdIMk_normal.jpg,,1207675482000506880,0,FALSE,Twitter for Android,FALSE,0
"#CAAProtest: यूपी में धारा #144 लागू, पुलिस के इनपुट पर #Lucknow में 1 मेट्रो स्टेशन बंद

#Section144  #CAASupport
#CAA_NRC @dgpup",2019-12-19 14:54:07,,hi,"Place(full_name='Lucknow, India', id='74effb34539b2d64', url='https://api.twitter.com/1.1/geo/id/74effb34539b2d64.json', _api=None, country_code='IN', place_type='city', country='India', name='Lucknow', bounding_box=BoundingBox(type='Polygon', coordinates=[[[80.658613, 26.642291], [80.658613, 27.008048], [81.110202, 27.008048], [81.110202, 26.642291]]], _api=None), attributes={})",,258,475,"Editor of Radiant Awadh, President of Radiant Future, tweets can be personal ..","Lucknow, Uttar Pradesh",2596515853,2014-06-30 15:05:37,FALSE,FALSE,,0,41,FALSE,,663,FALSE,Thakur ji,,tirathsinghlko,TRUE,0,http://pbs.twimg.com/profile_images/1177319654106259462/3WATZ4Am_normal.jpg,,1207675482885492736,0,FALSE,Twitter for Android,FALSE,0
@BJP4India @BJP4Gujarat,2019-12-19 14:54:07,,und,,,843,28157,"Honest Tax Paying citizen,
CA,
RTs not endorsements",भारत,413037076,2011-11-15 12:15:24,FALSE,FALSE,,9,435,FALSE,,1526,TRUE,Indian,,pranavguj,TRUE,C0DEED,http://pbs.twimg.com/profile_images/1199044093873135616/42TzhMY9_normal.jpg,,1207675483434946561,0,FALSE,Twitter for Android,FALSE,0
"@MAKS_Kangra @INCIndia क्या देश में NRC और CAA लागू किया जाए?
#VOTE 👇👇👇👇

https://t.co/5P2VwM2Jp0

#CAA
#NRC_CAA 
#CAAProtest 
#CAASupport",2019-12-19 14:54:07,,hi,,,599,47,माता भूमि: पुत्रो अहं पृथिव्या,"Khetri, India",966267987224297472,2018-02-21 11:06:55,FALSE,FALSE,https://m.facebook.com/officialtherakesh,0,3,FALSE,,39,TRUE,Rakesh pratap singh,,rkjspr1,FALSE,F5F8FA,http://pbs.twimg.com/profile_images/1206396456015261696/w9GRxkAu_normal.jpg,,1207675485339234311,0,FALSE,Twitter for Android,FALSE,0
#CAASupport,2019-12-19 14:54:09,,und,,,380,588,,,149485281,2010-05-29 12:05:57,FALSE,FALSE,,0,133,FALSE,,15,TRUE,Anand Akshy,,anandakshy,FALSE,C0DEED,http://pbs.twimg.com/profile_images/673731047389986816/Ga-iQO2b_normal.jpg,,1207675493241241602,0,FALSE,Twitter for Android,FALSE,0
"*जलता रहा लखनऊ, राख होती गई तहजीब…*

https://t.co/wcng3Tjaf3
#MumbaikarsAgainstCAB #CAASupport… https://t.co/JlpVDRBLmM",2019-12-19 14:54:10,,hi,,,907,1264,Journalist-जाते हुए भी तड़पाते हो आते हुए भी.. ऐ मेरे कल तू क्यों इतना बेरहम है..,,946694820025679872,2017-12-29 10:50:08,FALSE,FALSE,,0,35,FALSE,,289,TRUE,abhay sinha,,abhay27042704,FALSE,F5F8FA,http://pbs.twimg.com/profile_images/1201527380814127105/qe3zYfb3_normal.jpg,,1207675495082532865,0,FALSE,Twitter for Android,FALSE,0
जय हिंद #CAASupport,2019-12-19 14:54:12,,hi,,,257,37,,,1149683333430824960,2019-07-12 14:14:01,FALSE,FALSE,,0,1,FALSE,,59,TRUE,Shanti Nandan,,NandanShanti,FALSE,F5F8FA,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,1207675503567659010,0,FALSE,Twitter for Android,FALSE,0
"जो कल राम लला के सबूत मांग रहे थे

वो आज कह रहे हैं कि हम अपने बाप दादाओं के सबूत कहाँ से लाएंगे 😂

#whatsapp #CAASupport",2019-12-19 14:54:12,,hi,,,4740,12076,,Delhi,79416057,2009-10-03 9:08:45,FALSE,FALSE,,14,1028,FALSE,,921,FALSE,History of Temples,,historyoftemple,TRUE,FFFFFF,http://pbs.twimg.com/profile_images/1156679001508864000/xrdaWV___normal.jpg,,1207675506298146817,0,FALSE,Twitter for Android,FALSE,0
"#YouthForCAA 
Come lets be there....
#CAASupport https://t.co/DdNtR6HcsH",2019-12-19 14:54:12,,en,,,2480,5877,".......{ हिंदुत्व की चर्चा } और { आचरण में हिंदुत्व }........
स्वछता - पर्यावरण - शिक्षा - समर्थता - विकास -विज्ञान","New Delhi, India",1114377645758660609,2019-04-06 4:01:49,FALSE,FALSE,,1,4886,FALSE,,4376,FALSE,India Social Game,,IndiaSocialGame,TRUE,0,http://pbs.twimg.com/profile_images/1170995575489040385/zIsxVW1i_normal.jpg,,1207675505962627072,0,FALSE,Twitter for Android,FALSE,0
I am Indian and  i support CAB #CAASupport,2019-12-19 14:54:13,,en,,,55281,7442,"Proud Indian, BJP karyakarta & Common Man",India,175329480,2010-08-06 8:55:19,FALSE,FALSE,,2,1054,FALSE,,2622,TRUE,वरूण मैनी भाजपा 🇮🇳,,varunmaini1987,FALSE,C0DEED,http://pbs.twimg.com/profile_images/1207192172832772097/IufGFK0k_normal.jpg,,1207675509116751872,0,FALSE,Twitter for Android,FALSE,0
"If me,  who had been a critique of #CAA2019 since the day it was debated in Loksabha (I saw all the arguments from… https://t.co/FuVCUWyS3o",2019-12-19 14:54:13,,en,,,538,1223,Soldier... Proud Indian.... politically incorrect..........,,2238548060,2013-12-10 3:54:48,FALSE,FALSE,,0,60,FALSE,,128,TRUE,saket jha,,saket_sj,FALSE,C0DEED,http://pbs.twimg.com/profile_images/628310033307021312/SbjR7O33_normal.jpg,,1207675509418733568,0,FALSE,Twitter for Android,FALSE,0
"वे जला रहे हैं भारत
 क्योंकि नया भारत 

कांग्रेस की तरह वोटों की राजनीति नहीं चाहता 

अवैध पाकिस्तानी और बांग्लादे… https://t.co/L8SXAbY99V",2019-12-19 14:54:13,,hi,,,265,86,The Unofficial Twitter Account of The Ravan ( लंकेश ) ( Parody Account) भावनाएं आहत हो सकती हैं।,"Almora, India",1180544338570309632,2019-10-05 18:04:50,FALSE,FALSE,,1,149,FALSE,,10,TRUE,Raaवण,,Organismie,TRUE,F5F8FA,http://pbs.twimg.com/profile_images/1186234047963398144/7MZbBJiv_normal.jpg,,1207675509540294657,0,FALSE,Twitter for iPhone,FALSE,0
"@HEMANTS90415220 @manishcs198 @INCIndia क्या देश में NRC और CAA लागू किया जाए?
#VOTE 👇👇👇👇

https://t.co/5P2VwM2Jp0… https://t.co/v7zezZOIRJ",2019-12-19 14:54:14,,hi,,,599,48,माता भूमि: पुत्रो अहं पृथिव्या,"Khetri, India",966267987224297472,2018-02-21 11:06:55,FALSE,FALSE,https://m.facebook.com/officialtherakesh,0,3,FALSE,,39,TRUE,Rakesh pratap singh,,rkjspr1,FALSE,F5F8FA,http://pbs.twimg.com/profile_images/1206396456015261696/w9GRxkAu_normal.jpg,,1207675511385808898,0,FALSE,Twitter for Android,FALSE,0
"@narendramodi Just like you gave khuli chutt to our Army against Pakistan pulwama terror attack.
@AmitShah you shal… https://t.co/fgBTBjMrJu",2019-12-19 14:54:16,,en,,,702,43,He says what He means and He means what He says!,,717668333127016448,2016-04-06 11:00:39,FALSE,FALSE,,0,15,FALSE,,133,TRUE,Miraj Shah,,miraj_max,FALSE,F5F8FA,http://pbs.twimg.com/profile_images/1186621532736372736/ctQOE7G__normal.jpg,,1207675519451439109,0,FALSE,Twitter for Android,FALSE,0
"કાલ થી રિલિફ રોડ, લાલદરવાજા ના વિસ્તારમાં જે લોકો એ દુકાન બંધ રાખી ત્યાં થી એક ચોંકલેટ પણ ન ખરીદું...
😡😡😡😡😡… https://t.co/3wi84n4IJ4",2019-12-19 14:54:15,,gu,,,3028,409,"मंत्री - सीमा जागरण मंच - कर्णावती महानगर (गुजरात),
          
स्वयंसेवक - राष्ट्रीय स्वयंसेवक संघ",India,1039948193868349440,2018-09-12 18:45:45,FALSE,FALSE,,0,164,FALSE,,121,TRUE,शुभम भारतीय,,ishubhamSKS,TRUE,F5F8FA,http://pbs.twimg.com/profile_images/1166425911643652097/WZeVeD3i_normal.jpg,,1207675518520311808,0,FALSE,Twitter for Android,FALSE,0
@IndianExpress https://t.co/zY7MUxHdCS,2019-12-19 14:54:16,,und,,,18195,6530,CoorgWarrior,,1120548427782336512,2019-04-23 4:42:18,FALSE,FALSE,,0,127,FALSE,,498,TRUE,coorgwarrior,,coorgwarrior1,FALSE,F5F8FA,http://pbs.twimg.com/profile_images/1120549711860195328/sPRqUZ3i_normal.png,,1207675520818790402,0,FALSE,Twitter Web App,FALSE,0
"@shivkalyani11 Agreed. They are out work actors  , perhaps starting a political party ...a cruel one,  that won't g… https://t.co/2Hu8tuzCsI",2019-12-19 14:54:16,,en,,,16582,7534,,,63655381,2009-08-07 6:08:38,FALSE,FALSE,,3,69,FALSE,,407,TRUE,jitteryBanker,,sonofpant,FALSE,C0DEED,http://pbs.twimg.com/profile_images/1205345084423585792/wwea3DOy_normal.jpg,,1207675521481478145,0,FALSE,Twitter for Android,FALSE,0
