,text,created_at,geo,lang,place,coordinates,user.favourites_count,user.statuses_count,user.description,user.location,user.id,user.created_at,user.verified,user.following,user.url,user.listed_count,user.followers_count,user.default_profile_image,user.utc_offset,user.friends_count,user.default_profile,user.name,user.lang,user.screen_name,user.geo_enabled,user.profile_background_color,user.profile_image_url,user.time_zone,id,favorite_count,retweeted,source,favorited,retweet_count,tokenized_text,token_texts,no_of_question_marks,no_of_exclamation_marks,no_of_hashtags,no_of_mentions,no_of_urls,cleaned_text,no_of_colon_marks,no_of_words
699,"ये देखिये कैसे पुलिस वाले को पकड़ कर पीटा गया 😡

पुलिस की गाड़ियों पर पथराव किया गया 😡

और ये अब गुजरात में भी चालू… https://t.co/mKBt6E1ewn",19-12-2019 14:52,,hi,,,51379,91311,"भक्त हूँ ......कोइ ऐतराज

🤗 Tweets Likes में 👇",तुमरे सामने,8.58E+17,27-04-2017 08:35,FALSE,FALSE,,1,3019,FALSE,,1157,TRUE,Hindu Amit ( सनातनी ),,AmitSha77461530,FALSE,F5F8FA,http://pbs.twimg.com/profile_images/1207305696728899585/_xT0EfHV_normal.jpg,,1.21E+18,0,FALSE,Twitter for Android,FALSE,0,"['य', 'े', 'द', 'े', 'ख', 'ि', 'य', 'े', 'क', 'ै', 'स', 'े', 'प', 'ु', 'ल', 'ि', 'स', 'व', 'ा', 'ल', 'े', 'क', 'ो', 'पकड', '़', 'कर', 'प', 'ी', 'ट', 'ा', 'गय', 'ा', '😡', 'प', 'ु', 'ल', 'ि', 'स', 'क', 'ी', 'ग', 'ा', 'ड', '़', 'ि', 'य', 'ो', 'ं', 'पर', 'पथर', 'ा', 'व', 'क', 'ि', 'य', 'ा', 'गय', 'ा', '😡', 'और', 'य', 'े', 'अब', 'ग', 'ु', 'जर', 'ा', 'त', 'म', 'े', 'ं', 'भ', 'ी', 'च', 'ा', 'ल', 'ू', '…', 'https://t.co/mKBt6E1ewn']","['य', 'े', 'द', 'े', 'ख', 'ि', 'य', 'े', 'क', 'ै', 'स', 'े', 'प', 'ु', 'ल', 'ि', 'स', 'व', 'ा', 'ल', 'े', 'क', 'ो', 'पकड', '़', 'कर', 'प', 'ी', 'ट', 'ा', 'गय', 'ा', '😡', 'प', 'ु', 'ल', 'ि', 'स', 'क', 'ी', 'ग', 'ा', 'ड', '़', 'ि', 'य', 'ो', 'ं', 'पर', 'पथर', 'ा', 'व', 'क', 'ि', 'य', 'ा', 'गय', 'ा', '😡', 'और', 'य', 'े', 'अब', 'ग', 'ु', 'जर', 'ा', 'त', 'म', 'े', 'ं', 'भ', 'ी', 'च', 'ा', 'ल', 'ू', '…', 'https://t.co/mKBt6E1ewn']",0,0,0,0,1,"ये देखिये कैसे पुलिस वाले को पकड़ कर पीटा गया 😡

पुलिस की गाड़ियों पर पथराव किया गया 😡

और ये अब गुजरात में भी चालू… ",0,40
700,#CAASupport 👇👇 https://t.co/yi5RQnivDS,19-12-2019 14:52,,und,,,9431,58562,🙏😊,India,7.03E+17,25-02-2016 06:00,FALSE,FALSE,https://twitter.com/search?q=from%3A007kiran_%20-filter%3AAll&s=09,3,2592,FALSE,,766,TRUE,кίⓡᗩη ᏕᎥᏁᎶᏂ ❁🇮🇳,,007kiran_,FALSE,F5F8FA,http://pbs.twimg.com/profile_images/1205050003237916672/poN_KvC1_normal.jpg,,1.21E+18,0,FALSE,Twitter for Android,FALSE,0,"['#CAASupport', '👇', '👇', 'https://t.co/yi5RQnivDS']","['#CAASupport', '👇', '👇', 'https://t.co/yi5RQnivDS']",0,0,1,0,1,CAASupport 👇👇 ,0,1
701,"@Actor_Siddharth Stop creating unrest in the country u a*******. If u want burn ur house n bleed till u die. 
https://t.co/YC3IXRXGDv",19-12-2019 14:52,,en,,,1123,271,,Visakhapatnam,1.17E+18,07-09-2019 08:07,FALSE,FALSE,,0,5,FALSE,,41,TRUE,Indu Irawse,,induirawse,FALSE,F5F8FA,http://pbs.twimg.com/profile_images/1207256541587369985/8Mw8KH3F_normal.jpg,,1.21E+18,0,FALSE,Twitter for Android,FALSE,0,"['@Actor_Siddharth', 'Stop', 'creating', 'unrest', 'in', 'the', 'country', 'u', 'a', '*', '*', '*', '*', '*', '*', '*', '.', 'If', 'u', 'want', 'burn', 'ur', 'house', 'n', 'bleed', 'till', 'u', 'die', '.', 'https://t.co/YC3IXRXGDv']","['@Actor_Siddharth', 'Stop', 'creating', 'unrest', 'country', 'u', '*', '*', '*', '*', '*', '*', '*', '.', 'u', 'want', 'burn', 'ur', 'house', 'n', 'bleed', 'till', 'u', 'die', '.', 'https://t.co/YC3IXRXGDv']",0,0,0,1,1," Stop creating unrest in the country u a If u want burn ur house n bleed till u die 
",0,19
702,"Peaceful protest

Shocking visuals of how a cop is chased, he falls and the mob then starts mercilessly beating him… https://t.co/n6DCk9lvEp",19-12-2019 14:52,,en,,,1034,5920,"I’m not perfect, I am original.","New Delhi, India",86700711,01-11-2009 10:53,FALSE,FALSE,http://Humansofdelhi.org,1,65,FALSE,,730,FALSE,Dhirendra Singh,,idhirendr,TRUE,131516,http://pbs.twimg.com/profile_images/862298744158658560/txMXlMF-_normal.jpg,,1.21E+18,0,FALSE,Twitter for Android,FALSE,0,"['Peaceful', 'protest', 'Shocking', 'visuals', 'of', 'how', 'a', 'cop', 'is', 'chased', ',', 'he', 'falls', 'and', 'the', 'mob', 'then', 'starts', 'mercilessly', 'beating', 'him', '…', 'https://t.co/n6DCk9lvEp']","['Peaceful', 'protest', 'Shocking', 'visuals', 'cop', 'chased', ',', 'falls', 'mob', 'starts', 'mercilessly', 'beating', '…', 'https://t.co/n6DCk9lvEp']",0,0,0,0,1,"Peaceful protest

Shocking visuals of how a cop is chased he falls and the mob then starts mercilessly beating him… ",0,20
703,Full support#CAASupport,19-12-2019 14:52,,en,,,2707,360,believer#sportslover# trying to be a good Indian# Bhakt# not andhbhakt,New delhi,1907782328,26-09-2013 12:41,FALSE,FALSE,,0,29,FALSE,,377,TRUE,imkps,,SauravKpratap23,FALSE,C0DEED,http://pbs.twimg.com/profile_images/1138390179419267072/6QYav41i_normal.jpg,,1.21E+18,0,FALSE,Twitter for Android,FALSE,0,"['Full', 'support', '#CAASupport']","['Full', 'support', '#CAASupport']",0,0,1,0,0,Full supportCAASupport,0,2
704,#IndiaSupportCAA,19-12-2019 14:52,,und,,,5948,214,Founder at ExpoSit || Explorer || Speaker || Programmer || City Evangelist at http://Allevents.in,"Ahmadabad City, India",4884744519,07-02-2016 13:53,FALSE,FALSE,,0,114,FALSE,,101,TRUE,Roshan Rawal,,roshanrawal43,FALSE,F5F8FA,http://pbs.twimg.com/profile_images/1024978963603456000/3nwDCxyf_normal.jpg,,1.21E+18,0,FALSE,Twitter for Android,FALSE,0,['#IndiaSupportCAA'],['#IndiaSupportCAA'],0,0,1,0,0,IndiaSupportCAA,0,1
705,Super ji #CAASupport,19-12-2019 14:52,,es,,,483,340,,,4817598950,26-01-2016 17:25,FALSE,FALSE,,0,15,FALSE,,90,TRUE,Deleep,,DeleepDeleep12,FALSE,F5F8FA,http://pbs.twimg.com/profile_images/895594843786723328/OyR7HxlZ_normal.jpg,,1.21E+18,0,FALSE,Twitter for Android,FALSE,0,"['Super', 'ji', '#CAASupport']","['Super', 'ji', '#CAASupport']",0,0,1,0,0,Super ji CAASupport,0,3
706,"उपद्रवियों की संपत्ति जब्त कर
नुकसान की भरपाई की जाएगी:

 योगी आदित्यनाथ।।
Masterstroke🚩🙏

#CAASupport #NRC_CAA",19-12-2019 14:52,,hi,"Place(full_name='Noida, India', id='2e6064382c71b343', url='https://api.twitter.com/1.1/geo/id/2e6064382c71b343.json', _api=None, country_code='IN', place_type='city', country='India', name='Noida', bounding_box=BoundingBox(type='Polygon', coordinates=[[[77.302126, 28.443981], [77.302126, 28.647131], [77.695326, 28.647131], [77.695326, 28.443981]]], _api=None), attributes={})",,666,269,"हिंदुत्व दरिया है, मैं उसी का एक मोती हूं,
यह राम नाम का दीपक है मैं उसी की ज्योति हूं🚩
हिन्दू हूँ, महादेव का वरदान हूं,
अनंन्त विष्णु का गुणगान हूं🚩","सेक्टर 12, नोएडा",9.19E+17,13-10-2017 06:19,FALSE,FALSE,,0,15,FALSE,,47,TRUE,DeepakGarg,,Deepakgarg7763,TRUE,F5F8FA,http://pbs.twimg.com/profile_images/1184378412086874112/EPkI0ISg_normal.jpg,,1.21E+18,0,FALSE,Twitter for Android,FALSE,0,"['उपद', '्', 'रव', 'ि', 'य', 'ो', 'ं', 'क', 'ी', 'स', 'ं', 'पत', '्', 'त', 'ि', 'जब', '्', 'त', 'कर', 'न', 'ु', 'कस', 'ा', 'न', 'क', 'ी', 'भरप', 'ा', 'ई', 'क', 'ी', 'ज', 'ा', 'एग', 'ी', ':', 'य', 'ो', 'ग', 'ी', 'आद', 'ि', 'त', '्', 'यन', 'ा', 'थ', '।', '।', 'Masterstroke', '🚩', '🙏', '#CAASupport', '#NRC_CAA']","['उपद', '्', 'रव', 'ि', 'य', 'ो', 'ं', 'क', 'ी', 'स', 'ं', 'पत', '्', 'त', 'ि', 'जब', '्', 'त', 'कर', 'न', 'ु', 'कस', 'ा', 'न', 'क', 'ी', 'भरप', 'ा', 'ई', 'क', 'ी', 'ज', 'ा', 'एग', 'ी', ':', 'य', 'ो', 'ग', 'ी', 'आद', 'ि', 'त', '्', 'यन', 'ा', 'थ', '।', '।', 'Masterstroke', '🚩', '🙏', '#CAASupport', '#NRC_CAA']",0,0,2,0,0,"उपद्रवियों की संपत्ति जब्त कर
नुकसान की भरपाई की जाएगी

 योगी आदित्यनाथ।।
Masterstroke🚩🙏

CAASupport NRC_CAA",1,28
707,"@ZeeNews @AmanChopra_ @sudhirchaudhary @SachinArorra @ZeeNewsHindi  @Pratyangira1 Tweeted:
खून से हमने भी सींचा है… https://t.co/1iUR8mIn8r",19-12-2019 14:52,,hi,,,394,1577,I use to bring poor and their children to impairment by providing them help in Central government schemes and make them self...,,1.18E+18,11-10-2019 14:44,FALSE,FALSE,,0,4,FALSE,,109,TRUE,RK Singh,,RKSingh35030161,FALSE,F5F8FA,http://pbs.twimg.com/profile_images/1182668525976076291/msSlK5x8_normal.jpg,,1.21E+18,0,FALSE,Twitter Web App,FALSE,0,"['@ZeeNews', '@AmanChopra_', '@sudhirchaudhary', '@SachinArorra', '@ZeeNewsHindi', '@Pratyangira1', 'Tweeted', ':', 'ख', 'ू', 'न', 'स', 'े', 'हमन', 'े', 'भ', 'ी', 'स', 'ी', 'ं', 'च', 'ा', 'ह', 'ै', '…', 'https://t.co/1iUR8mIn8r']","['@ZeeNews', '@AmanChopra_', '@sudhirchaudhary', '@SachinArorra', '@ZeeNewsHindi', '@Pratyangira1', 'Tweeted', ':', 'ख', 'ू', 'न', 'स', 'े', 'हमन', 'े', 'भ', 'ी', 'स', 'ी', 'ं', 'च', 'ा', 'ह', 'ै', '…', 'https://t.co/1iUR8mIn8r']",0,0,0,6,1,"       Tweeted
खून से हमने भी सींचा है… ",1,9
708,#WeSupportCAA,19-12-2019 14:52,,und,"Place(full_name='Greater Noida, India', id='472313ed153fe2bf', url='https://api.twitter.com/1.1/geo/id/472313ed153fe2bf.json', _api=None, country_code='IN', place_type='city', country='India', name='Greater Noida', bounding_box=BoundingBox(type='Polygon', coordinates=[[[77.413645, 28.361052], [77.413645, 28.638466], [77.687553, 28.638466], [77.687553, 28.361052]]], _api=None), attributes={})",,17,63,,,1.20E+18,09-12-2019 07:21,FALSE,FALSE,,0,0,FALSE,,31,TRUE,Amit Kumar,,AmitKum66168844,TRUE,F5F8FA,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,1.21E+18,0,FALSE,Twitter for Android,FALSE,0,['#WeSupportCAA'],['#WeSupportCAA'],0,0,1,0,0,WeSupportCAA,0,1
709,"#CAASupportयोगी जी का बड़ा बयान सारे दंगाईयो की CCTV व वीडियो से पहचान हिंसा करने वालो की सम्पत्ति जब्त कर भरपाई की जायेगी 😎
अब होगा न्याय",19-12-2019 14:52,,hi,,,15598,2621,"👥#ईश्वर_में_आस्था_हैं_तो🌟

 🌟🌟#उलझनों_में_भी_रास्ता_है

🚩🌷🏹#जय_श्री_राम🏹🌷🚩","New Delhi, India",9.48E+17,03-01-2018 00:42,FALSE,FALSE,,0,2016,FALSE,,4932,TRUE,🚩_जय_श्री_राम🚩जय_हिन्दुत्व🏹,,Ranjanparmar000,TRUE,F5F8FA,http://pbs.twimg.com/profile_images/1207339934366887936/v-_nzs87_normal.jpg,,1.21E+18,0,FALSE,Twitter for Android,FALSE,0,"['#CAASupportय', 'ो', 'ग', 'ी', 'ज', 'ी', 'क', 'ा', 'बड', '़', 'ा', 'बय', 'ा', 'न', 'स', 'ा', 'र', 'े', 'द', 'ं', 'ग', 'ा', 'ईय', 'ो', 'क', 'ी', 'CCTV', 'व', 'व', 'ी', 'ड', 'ि', 'य', 'ो', 'स', 'े', 'पहच', 'ा', 'न', 'ह', 'ि', 'ं', 'स', 'ा', 'करन', 'े', 'व', 'ा', 'ल', 'ो', 'क', 'ी', 'सम', '्', 'पत', '्', 'त', 'ि', 'जब', '्', 'त', 'कर', 'भरप', 'ा', 'ई', 'क', 'ी', 'ज', 'ा', 'य', 'े', 'ग', 'ी', '😎', 'अब', 'ह', 'ो', 'ग', 'ा', 'न', '्', 'य', 'ा', 'य']","['#CAASupportय', 'ो', 'ग', 'ी', 'ज', 'ी', 'क', 'ा', 'बड', '़', 'ा', 'बय', 'ा', 'न', 'स', 'ा', 'र', 'े', 'द', 'ं', 'ग', 'ा', 'ईय', 'ो', 'क', 'ी', 'CCTV', 'व', 'व', 'ी', 'ड', 'ि', 'य', 'ो', 'स', 'े', 'पहच', 'ा', 'न', 'ह', 'ि', 'ं', 'स', 'ा', 'करन', 'े', 'व', 'ा', 'ल', 'ो', 'क', 'ी', 'सम', '्', 'पत', '्', 'त', 'ि', 'जब', '्', 'त', 'कर', 'भरप', 'ा', 'ई', 'क', 'ी', 'ज', 'ा', 'य', 'े', 'ग', 'ी', '😎', 'अब', 'ह', 'ो', 'ग', 'ा', 'न', '्', 'य', 'ा', 'य']",0,0,1,0,0,"CAASupportयोगी जी का बड़ा बयान सारे दंगाईयो की CCTV व वीडियो से पहचान हिंसा करने वालो की सम्पत्ति जब्त कर भरपाई की जायेगी 😎
अब होगा न्याय",0,45
710,"Watching news seems so called citizen of India  decided to destroy  India's property and Image to world, they are r… https://t.co/QGsNxG8MPi",19-12-2019 14:52,,en,,,15,149,"Supply Chain Management
 Professional , Loves Photography & Fame",Mumbai,83579300,19-10-2009 11:37,FALSE,FALSE,http://mohitmathur17.wix.com/mypics,0,41,FALSE,,101,FALSE,Mohit,,MathurMohit,TRUE,1A3875,http://pbs.twimg.com/profile_images/3392596123/b0413c6d20a62ab7d487e742c9656788_normal.jpeg,,1.21E+18,0,FALSE,Twitter for Android,FALSE,0,"['Watching', 'news', 'seems', 'so', 'called', 'citizen', 'of', 'India', 'decided', 'to', 'destroy', ""India's"", 'property', 'and', 'Image', 'to', 'world', ',', 'they', 'are', 'r', '…', 'https://t.co/QGsNxG8MPi']","['Watching', 'news', 'seems', 'called', 'citizen', 'India', 'decided', 'destroy', ""India's"", 'property', 'Image', 'world', ',', 'r', '…', 'https://t.co/QGsNxG8MPi']",0,0,0,0,1,Watching news seems so called citizen of India  decided to destroy  India's property and Image to world they are r… ,0,21
711,"This is getting scary day by day.

If they can beat police so do you think you will be safe when police is gone?
Yo… https://t.co/dIb6IIGKIl",19-12-2019 14:52,,en,,,890,797,Seeker of TRUTH. Politically incorrect. MBA. Traveler. Observer.   RTs are not endorsement.,,187522420,06-09-2010 13:34,FALSE,FALSE,,0,27,FALSE,,106,FALSE,Subodh Kumar,,subodhkrishna17,FALSE,8B542B,http://pbs.twimg.com/profile_images/1107265349932584968/hXqq0Hcw_normal.png,,1.21E+18,0,FALSE,Twitter Web App,FALSE,0,"['This', 'is', 'getting', 'scary', 'day', 'by', 'day', '.', 'If', 'they', 'can', 'beat', 'police', 'so', 'do', 'you', 'think', 'you', 'will', 'be', 'safe', 'when', 'police', 'is', 'gone', '?', 'Yo', '…', 'https://t.co/dIb6IIGKIl']","['getting', 'scary', 'day', 'day', '.', 'beat', 'police', 'think', 'safe', 'police', 'gone', '?', 'Yo', '…', 'https://t.co/dIb6IIGKIl']",1,0,0,0,1,"This is getting scary day by day

If they can beat police so do you think you will be safe when police is gone
Yo… ",0,25
712,Beautifully commented..,19-12-2019 14:52,,en,,,1254,1172,"Investment manager and fund raising advisor, Founder at TaurusCap. Totally equities person","Mumbai, India",33870631,21-04-2009 10:50,FALSE,FALSE,,30,359,FALSE,,413,TRUE,Mahesh Kabra,,kabramahesh,TRUE,C0DEED,http://pbs.twimg.com/profile_images/981928175801221126/0wFMbdrA_normal.jpg,,1.21E+18,0,FALSE,Twitter for Android,FALSE,0,"['Beautifully', 'commented', '.', '.']","['Beautifully', 'commented', '.', '.']",0,0,0,0,0,Beautifully commented,0,2
713,"If this the way of protest.. govt. should put curfew and arrest anyone violating law..
#CAASupport #ISupportCAA",19-12-2019 14:52,,en,,,499,144,,,7.44E+17,19-06-2016 05:27,FALSE,FALSE,,0,23,FALSE,,94,TRUE,Kushagra Jhamar,,KushJhamar,FALSE,F5F8FA,http://pbs.twimg.com/profile_images/744402356624723968/5nQpLhOq_normal.jpg,,1.21E+18,0,FALSE,Twitter for iPhone,FALSE,0,"['If', 'this', 'the', 'way', 'of', 'protest', '.', '.', 'govt', '.', 'should', 'put', 'curfew', 'and', 'arrest', 'anyone', 'violating', 'law', '.', '.', '#CAASupport', '#ISupportCAA']","['way', 'protest', '.', '.', 'govt', '.', 'put', 'curfew', 'arrest', 'anyone', 'violating', 'law', '.', '.', '#CAASupport', '#ISupportCAA']",0,0,2,0,0,"If this the way of protest govt should put curfew and arrest anyone violating law
CAASupport ISupportCAA",0,17
714,"@anuraagmuskaan #CAA_NRC से एक बात तो सामने आई ...
या तो ये #शांतिदूत सचमुच इतने जाहिल और गंवार है कि इन्हें कोई भी… https://t.co/2u3ODROB1v",19-12-2019 14:52,,hi,"Place(full_name='Varanasi, India', id='7519d5ef0b317d8f', url='https://api.twitter.com/1.1/geo/id/7519d5ef0b317d8f.json', _api=None, country_code='IN', place_type='city', country='India', name='Varanasi', bounding_box=BoundingBox(type='Polygon', coordinates=[[[82.671054, 25.166781], [82.671054, 25.57997], [83.194857, 25.57997], [83.194857, 25.166781]]], _api=None), attributes={})",,3420,3764,"जिनका न आदि है और न अंत ।
कालो के काल, महाकाल है वो। 
देवो के देव, महादेव है वो।
आदियोगी शिव है वो।
।।। हर हर महादेव ।।।","Varanasi, India",4676343852,30-12-2015 05:13,FALSE,FALSE,,1,194,FALSE,,74,TRUE,Shubhanshu Kushwaha,,shubhanshu_vns,TRUE,F5F8FA,http://pbs.twimg.com/profile_images/1117759838937726979/ATFOAAsR_normal.jpg,,1.21E+18,0,FALSE,Twitter for Android,FALSE,0,"['@anuraagmuskaan', '#CAA_NRC', 'स', 'े', 'एक', 'ब', 'ा', 'त', 'त', 'ो', 'स', 'ा', 'मन', 'े', 'आई', '.', '.', '.', 'य', 'ा', 'त', 'ो', 'य', 'े', '#', 'श', 'ा', 'ं', 'त', 'ि', 'द', 'ू', 'त', 'सचम', 'ु', 'च', 'इतन', 'े', 'ज', 'ा', 'ह', 'ि', 'ल', 'और', 'ग', 'ं', 'व', 'ा', 'र', 'ह', 'ै', 'क', 'ि', 'इन', '्', 'ह', 'े', 'ं', 'क', 'ो', 'ई', 'भ', 'ी', '…', 'https://t.co/2u3ODROB1v']","['@anuraagmuskaan', '#CAA_NRC', 'स', 'े', 'एक', 'ब', 'ा', 'त', 'त', 'ो', 'स', 'ा', 'मन', 'े', 'आई', '.', '.', '.', 'य', 'ा', 'त', 'ो', 'य', 'े', '#', 'श', 'ा', 'ं', 'त', 'ि', 'द', 'ू', 'त', 'सचम', 'ु', 'च', 'इतन', 'े', 'ज', 'ा', 'ह', 'ि', 'ल', 'और', 'ग', 'ं', 'व', 'ा', 'र', 'ह', 'ै', 'क', 'ि', 'इन', '्', 'ह', 'े', 'ं', 'क', 'ो', 'ई', 'भ', 'ी', '…', 'https://t.co/2u3ODROB1v']",0,0,2,1,1," CAA_NRC से एक बात तो सामने आई 
या तो ये शांतिदूत सचमुच इतने जाहिल और गंवार है कि इन्हें कोई भी… ",0,33
715,"@Ani_Chakravarty सरकार को केवल वोट देकर खाली हो जाना सही नहीं है , राष्ट्रहित में  सड़क पर आना ही पड़ता है ।

#CAASupport",19-12-2019 14:52,,hi,,,2699,767,🚩🚩 Nationalist 🇮🇳 🇮🇳  ।। interested in politics and scientific Technology ।।  and interested in playing cricket  ।। and reading historical books.,,1.17E+18,17-09-2019 04:45,FALSE,FALSE,,0,36,FALSE,,25,TRUE,Kumar Umesh,,UmeshKu15158067,FALSE,F5F8FA,http://pbs.twimg.com/profile_images/1206983703970238464/6idIgV0J_normal.jpg,,1.21E+18,0,FALSE,Twitter for Android,FALSE,0,"['@Ani_Chakravarty', 'सरक', 'ा', 'र', 'क', 'ो', 'क', 'े', 'वल', 'व', 'ो', 'ट', 'द', 'े', 'कर', 'ख', 'ा', 'ल', 'ी', 'ह', 'ो', 'ज', 'ा', 'न', 'ा', 'सह', 'ी', 'नह', 'ी', 'ं', 'ह', 'ै', ',', 'र', 'ा', 'ष', '्', 'ट', '्', 'रह', 'ि', 'त', 'म', 'े', 'ं', 'सड', '़', 'क', 'पर', 'आन', 'ा', 'ह', 'ी', 'पड', '़', 'त', 'ा', 'ह', 'ै', '।', '#CAASupport']","['@Ani_Chakravarty', 'सरक', 'ा', 'र', 'क', 'ो', 'क', 'े', 'वल', 'व', 'ो', 'ट', 'द', 'े', 'कर', 'ख', 'ा', 'ल', 'ी', 'ह', 'ो', 'ज', 'ा', 'न', 'ा', 'सह', 'ी', 'नह', 'ी', 'ं', 'ह', 'ै', ',', 'र', 'ा', 'ष', '्', 'ट', '्', 'रह', 'ि', 'त', 'म', 'े', 'ं', 'सड', '़', 'क', 'पर', 'आन', 'ा', 'ह', 'ी', 'पड', '़', 'त', 'ा', 'ह', 'ै', '।', '#CAASupport']",0,0,1,1,0," सरकार को केवल वोट देकर खाली हो जाना सही नहीं है  राष्ट्रहित में  सड़क पर आना ही पड़ता है ।

CAASupport",0,32
716,Hindu Saudi marwaane jaate hain to kya,19-12-2019 14:52,,hi,,,13473,13627,,,9.22E+17,22-10-2017 15:17,FALSE,FALSE,,0,100,FALSE,,154,TRUE,Joker,,human_truly,FALSE,F5F8FA,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,1.21E+18,0,FALSE,Twitter for iPhone,FALSE,0,"['Hindu', 'Saudi', 'marwaane', 'jaate', 'hain', 'to', 'kya']","['Hindu', 'Saudi', 'marwaane', 'jaate', 'hain', 'kya']",0,0,0,0,0,Hindu Saudi marwaane jaate hain to kya,0,7
717,"#Delhiprotests #CAASupport #Section144 #CitizenshipAmmendmentAct 
अब इससे ज्यदा शांतिपूर्ण विरोध क्या हो सकता है? 🤔 https://t.co/yu7kknztyu",19-12-2019 14:52,,hi,,,145,330,"Proudly Indian 💪 .💯
please follow and support.",,1.08E+18,23-12-2018 02:35,FALSE,FALSE,,0,1855,FALSE,,2253,TRUE,Aditya Kumar Kapar,,KaparAditya,FALSE,F5F8FA,http://pbs.twimg.com/profile_images/1190105592783949824/L2dcRNs9_normal.jpg,,1.21E+18,0,FALSE,Twitter for Android,FALSE,0,"['#Delhiprotests', '#CAASupport', '#Section144', '#CitizenshipAmmendmentAct', 'अब', 'इसस', 'े', 'ज', '्', 'यद', 'ा', 'श', 'ा', 'ं', 'त', 'ि', 'प', 'ू', 'र', '्', 'ण', 'व', 'ि', 'र', 'ो', 'ध', 'क', '्', 'य', 'ा', 'ह', 'ो', 'सकत', 'ा', 'ह', 'ै', '?', '🤔', 'https://t.co/yu7kknztyu']","['#Delhiprotests', '#CAASupport', '#Section144', '#CitizenshipAmmendmentAct', 'अब', 'इसस', 'े', 'ज', '्', 'यद', 'ा', 'श', 'ा', 'ं', 'त', 'ि', 'प', 'ू', 'र', '्', 'ण', 'व', 'ि', 'र', 'ो', 'ध', 'क', '्', 'य', 'ा', 'ह', 'ो', 'सकत', 'ा', 'ह', 'ै', '?', '🤔', 'https://t.co/yu7kknztyu']",1,0,4,0,1,"Delhiprotests CAASupport Section144 CitizenshipAmmendmentAct 
अब इससे ज्यदा शांतिपूर्ण विरोध क्या हो सकता है 🤔 ",0,21
718,"डर से विचलित कर देने वाला वीडियो
इन शांतिदूतो से इन पुलिस वालो को कौन बचायेगा @AmitShah  जी जब पुलिस का ये हाल किया… https://t.co/8RpqKG2Ium",19-12-2019 14:52,,hi,,,278,251,🖐 ना ❌ जिंदगी 🚼 की खुशी* 😀 ना ❌ मौत 🛌 का 😏 गम* *जब ⏰ तक है 💪 दम* ✌ *अपने 😎 ѕтуℓє 👓 से🕺जिएगे 🤘 हम,"Lucknow, India",1.17E+18,08-09-2019 05:47,FALSE,FALSE,,1,4246,FALSE,,4636,TRUE,Akash Goyal 100% 🇮🇳🇮🇳Proud Indian,,Real__Akash,TRUE,F5F8FA,http://pbs.twimg.com/profile_images/1170610369800261632/M5Szj5uj_normal.jpg,,1.21E+18,0,FALSE,Twitter for Android,FALSE,0,"['डर', 'स', 'े', 'व', 'ि', 'चल', 'ि', 'त', 'कर', 'द', 'े', 'न', 'े', 'व', 'ा', 'ल', 'ा', 'व', 'ी', 'ड', 'ि', 'य', 'ो', 'इन', 'श', 'ा', 'ं', 'त', 'ि', 'द', 'ू', 'त', 'ो', 'स', 'े', 'इन', 'प', 'ु', 'ल', 'ि', 'स', 'व', 'ा', 'ल', 'ो', 'क', 'ो', 'क', 'ौ', 'न', 'बच', 'ा', 'य', 'े', 'ग', 'ा', '@AmitShah', 'ज', 'ी', 'जब', 'प', 'ु', 'ल', 'ि', 'स', 'क', 'ा', 'य', 'े', 'ह', 'ा', 'ल', 'क', 'ि', 'य', 'ा', '…', 'https://t.co/8RpqKG2Ium']","['डर', 'स', 'े', 'व', 'ि', 'चल', 'ि', 'त', 'कर', 'द', 'े', 'न', 'े', 'व', 'ा', 'ल', 'ा', 'व', 'ी', 'ड', 'ि', 'य', 'ो', 'इन', 'श', 'ा', 'ं', 'त', 'ि', 'द', 'ू', 'त', 'ो', 'स', 'े', 'इन', 'प', 'ु', 'ल', 'ि', 'स', 'व', 'ा', 'ल', 'ो', 'क', 'ो', 'क', 'ौ', 'न', 'बच', 'ा', 'य', 'े', 'ग', 'ा', '@AmitShah', 'ज', 'ी', 'जब', 'प', 'ु', 'ल', 'ि', 'स', 'क', 'ा', 'य', 'े', 'ह', 'ा', 'ल', 'क', 'ि', 'य', 'ा', '…', 'https://t.co/8RpqKG2Ium']",0,0,0,1,1,"डर से विचलित कर देने वाला वीडियो
इन शांतिदूतो से इन पुलिस वालो को कौन बचायेगा   जी जब पुलिस का ये हाल किया… ",0,42
